Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	adjusted_probs
156	4	 to	21	False	distilbert/distilgpt2	0.6878870129585266	0.5397563576698303	4	11	hard_meaning2_syn1	expected	It’s hard to learn a new language as an adult.	1	3042375	[0.35674718]
157	5	 learn	21	False	distilbert/distilgpt2	0.0008639874868094	10.176701545715332	5	11	hard_meaning2_syn1	expected	It’s hard to learn a new language as an adult.	1	19170	[-0.12556214]
158	6	 a	21	False	distilbert/distilgpt2	0.0295344181358814	5.081459045410156	6	11	hard_meaning2_syn1	expected	It’s hard to learn a new language as an adult.	1	2959949	[-0.296024]
159	7	 new	21	False	distilbert/distilgpt2	0.0696140378713607	3.844477891921997	7	11	hard_meaning2_syn1	expected	It’s hard to learn a new language as an adult.	1	232390	[-0.07125009]
160	8	 language	21	False	distilbert/distilgpt2	0.1796852052211761	2.4764561653137207	8	11	hard_meaning2_syn1	expected	It’s hard to learn a new language as an adult.	1	9595	[0.05390745]
161	9	 as	21	False	distilbert/distilgpt2	0.008569560945034	6.866562843322754	9	11	hard_meaning2_syn1	expected	It’s hard to learn a new language as an adult.	1	744273	[-0.16695628]
162	10	 an	21	False	distilbert/distilgpt2	0.0334098860621452	4.903581142425537	10	11	hard_meaning2_syn1	expected	It’s hard to learn a new language as an adult.	1	435700	[-0.1212212]
163	11	 adult.	21	False	distilbert/distilgpt2	0.2336539328098297	2.1937816739082336	11	11	hard_meaning2_syn1	expected	It’s hard to learn a new language as an adult.	1	6836	[0.108063]
164	0	It	22	False	distilbert/distilgpt2	1.0	0.0	0	11	hard_meaning2_syn1	unexpected	It’s difficult to learn a new language as an adult.	1	1018575	[0.80590003]
165	1	’	22	False	distilbert/distilgpt2	0.1217223808635025	4.55675208568573	1	11	hard_meaning2_syn1	unexpected	It’s difficult to learn a new language as an adult.	1	0	[-0.00340566]
166	2	s	22	False	distilbert/distilgpt2	0.8599870204925537	0.2176131308078766	2	11	hard_meaning2_syn1	unexpected	It’s difficult to learn a new language as an adult.	1	29997	[0.73282776]
167	3	 difficult	22	False	distilbert/distilgpt2	0.0005111619248054	10.933932304382324	3	11	hard_meaning2_syn1	unexpected	It’s difficult to learn a new language as an adult.	1	17469	[-0.12579978]
168	4	 to	22	False	distilbert/distilgpt2	0.6086692214012146	0.7162696719169617	4	11	hard_meaning2_syn1	unexpected	It’s difficult to learn a new language as an adult.	1	3042375	[0.27752939]
169	5	 learn	22	False	distilbert/distilgpt2	0.0023815156891942	8.71390438079834	5	11	hard_meaning2_syn1	unexpected	It’s difficult to learn a new language as an adult.	1	19170	[-0.12404461]
170	6	 a	22	False	distilbert/distilgpt2	0.0240658484399318	5.376868724822998	6	11	hard_meaning2_syn1	unexpected	It’s difficult to learn a new language as an adult.	1	2959949	[-0.30149257]
171	7	 new	22	False	distilbert/distilgpt2	0.0633584111928939	3.9803199768066406	7	11	hard_meaning2_syn1	unexpected	It’s difficult to learn a new language as an adult.	1	232390	[-0.07750572]
172	8	 language	22	False	distilbert/distilgpt2	0.23623888194561	2.081681489944458	8	11	hard_meaning2_syn1	unexpected	It’s difficult to learn a new language as an adult.	1	9595	[0.11046112]
173	9	 as	22	False	distilbert/distilgpt2	0.0100306821987032	6.6394362449646	9	11	hard_meaning2_syn1	unexpected	It’s difficult to learn a new language as an adult.	1	744273	[-0.16549516]
174	10	 an	22	False	distilbert/distilgpt2	0.0312413852661848	5.000397682189941	10	11	hard_meaning2_syn1	unexpected	It’s difficult to learn a new language as an adult.	1	435700	[-0.12338971]
175	11	 adult.	22	False	distilbert/distilgpt2	0.239662580192089	2.1721819043159485	11	11	hard_meaning2_syn1	unexpected	It’s difficult to learn a new language as an adult.	1	6836	[0.11407164]
176	0	The	23	False	distilbert/distilgpt2	1.0	0.0	0	12	hard_meaning2_syn1	expected	The hike was hard but rewarding.	3	6500900	[0.43466915]
177	1	 hike	23	False	distilbert/distilgpt2	1.5275414000370804e-07	22.642284393310547	1	12	hard_meaning2_syn1	expected	The hike was hard but rewarding.	3	3522	[-0.12536638]
178	2	 was	23	False	distilbert/distilgpt2	0.0714194625616073	3.807538747787475	2	12	hard_meaning2_syn1	expected	The hike was hard but rewarding.	3	680189	[-0.09976699]
179	3	 hard	23	False	distilbert/distilgpt2	0.0002435536443954	12.003472328186035	3	12	hard_meaning2_syn1	expected	The hike was hard but rewarding.	3	37982	[-0.12745641]
180	4	 but	23	False	distilbert/distilgpt2	0.0094042401760816	6.732472896575928	4	12	hard_meaning2_syn1	expected	The hike was hard but rewarding.	3	522924	[-0.15113315]
181	5	 rewarding.	23	False	distilbert/distilgpt2	0.1647902085096575	6.24816381931305	5	12	hard_meaning2_syn1	expected	The hike was hard but rewarding.	3	1056	[0.03959066]
182	0	The	24	False	distilbert/distilgpt2	1.0	0.0	0	12	hard_meaning2_syn1	unexpected	The hike was difficult but rewarding.	3	6500900	[0.43466915]
183	1	 hike	24	False	distilbert/distilgpt2	1.5275414000370804e-07	22.642284393310547	1	12	hard_meaning2_syn1	unexpected	The hike was difficult but rewarding.	3	3522	[-0.12536638]
184	2	 was	24	False	distilbert/distilgpt2	0.0714194625616073	3.807538747787475	2	12	hard_meaning2_syn1	unexpected	The hike was difficult but rewarding.	3	680189	[-0.09976699]
185	3	 difficult	24	False	distilbert/distilgpt2	0.0009265692788176	10.075813293457031	3	12	hard_meaning2_syn1	unexpected	The hike was difficult but rewarding.	3	17469	[-0.12538437]
186	4	 but	24	False	distilbert/distilgpt2	0.0178786143660545	5.805621147155762	4	12	hard_meaning2_syn1	unexpected	The hike was difficult but rewarding.	3	522924	[-0.14265877]
187	5	 rewarding.	24	False	distilbert/distilgpt2	0.1584783922735368	6.428942263126373	5	12	hard_meaning2_syn1	unexpected	The hike was difficult but rewarding.	3	1056	[0.03327884]
188	0	Finishing	25	False	distilbert/distilgpt2	0.5000014826858887	9.18167781829834	0	13	hard_meaning2_syn1	expected	Finishing the project on time was hard.	6	2059	[0.37473402]
189	1	 the	25	False	distilbert/distilgpt2	0.0514505878090858	4.280668258666992	1	13	hard_meaning2_syn1	expected	Finishing the project on time was hard.	6	6500900	[-0.51388026]
190	2	 project	25	False	distilbert/distilgpt2	0.0013330494984984	9.551054000854492	2	13	hard_meaning2_syn1	expected	Finishing the project on time was hard.	6	18195	[-0.12502705]
191	3	 on	25	False	distilbert/distilgpt2	0.016803815960884	5.89506721496582	3	13	hard_meaning2_syn1	expected	Finishing the project on time was hard.	6	833044	[-0.16473308]
192	4	 time	25	False	distilbert/distilgpt2	0.0064840107224881	7.268897533416748	4	13	hard_meaning2_syn1	expected	Finishing the project on time was hard.	6	192043	[-0.13164806]
193	5	 was	25	False	distilbert/distilgpt2	0.0077441097237169	7.0126848220825195	5	13	hard_meaning2_syn1	expected	Finishing the project on time was hard.	6	680189	[-0.16344234]
194	6	 hard.	25	False	distilbert/distilgpt2	0.1203954847296699	5.29682457447052	6	13	hard_meaning2_syn1	expected	Finishing the project on time was hard.	6	37982	[-0.00730448]
195	0	Finishing	26	False	distilbert/distilgpt2	0.5000014826858887	9.18167781829834	0	13	hard_meaning2_syn1	unexpected	Finishing the project on time was difficult	6	2059	[0.37473402]
196	1	 the	26	False	distilbert/distilgpt2	0.0514505878090858	4.280668258666992	1	13	hard_meaning2_syn1	unexpected	Finishing the project on time was difficult	6	6500900	[-0.51388026]
197	2	 project	26	False	distilbert/distilgpt2	0.0013330494984984	9.551054000854492	2	13	hard_meaning2_syn1	unexpected	Finishing the project on time was difficult	6	18195	[-0.12502705]
198	3	 on	26	False	distilbert/distilgpt2	0.016803815960884	5.89506721496582	3	13	hard_meaning2_syn1	unexpected	Finishing the project on time was difficult	6	833044	[-0.16473308]
199	4	 time	26	False	distilbert/distilgpt2	0.0064840107224881	7.268897533416748	4	13	hard_meaning2_syn1	unexpected	Finishing the project on time was difficult	6	192043	[-0.13164806]
200	5	 was	26	False	distilbert/distilgpt2	0.0077441097237169	7.0126848220825195	5	13	hard_meaning2_syn1	unexpected	Finishing the project on time was difficult	6	680189	[-0.16344234]
201	6	 difficult	26	False	distilbert/distilgpt2	0.0064221648499369	7.282724380493164	6	13	hard_meaning2_syn1	unexpected	Finishing the project on time was difficult	6	17469	[-0.11988878]
202	0	Solving	27	False	distilbert/distilgpt2	0.5000004877261404	9.983712196350098	0	14	hard_meaning2_syn1	expected	Solving that problem was really hard for me.	5	1142	[0.37479512]
203	1	 that	27	False	distilbert/distilgpt2	0.0080605754628777	6.954901218414307	1	14	hard_meaning2_syn1	expected	Solving that problem was really hard for me.	5	1342576	[-0.20797884]
204	2	 problem	27	False	distilbert/distilgpt2	0.0444172993302345	4.492734432220459	2	14	hard_meaning2_syn1	expected	Solving that problem was really hard for me.	5	31178	[-0.08282193]
205	3	 was	27	False	distilbert/distilgpt2	0.0090915225446224	6.781261920928955	3	14	hard_meaning2_syn1	expected	Solving that problem was really hard for me.	5	680189	[-0.16209493]
206	4	 really	27	False	distilbert/distilgpt2	0.0054506990127265	7.51934289932251	4	14	hard_meaning2_syn1	expected	Solving that problem was really hard for me.	5	57384	[-0.12356305]
207	5	 hard	27	False	distilbert/distilgpt2	0.0509195104241371	4.295637607574463	5	14	hard_meaning2_syn1	expected	Solving that problem was really hard for me.	5	37982	[-0.07678045]
208	6	 for	27	False	distilbert/distilgpt2	0.0634351298213005	3.97857403755188	6	14	hard_meaning2_syn1	expected	Solving that problem was really hard for me.	5	1097120	[-0.13598344]
209	7	 me.	27	False	distilbert/distilgpt2	0.3225222378969192	1.6366679668426514	7	14	hard_meaning2_syn1	expected	Solving that problem was really hard for me.	5	146430	[0.18747881]
210	0	Solving	28	False	distilbert/distilgpt2	0.5000004877261404	9.983712196350098	0	14	hard_meaning2_syn1	unexpected	Solving that problem was really difficult for me.	5	1142	[0.37479512]
211	1	 that	28	False	distilbert/distilgpt2	0.0080605754628777	6.954901218414307	1	14	hard_meaning2_syn1	unexpected	Solving that problem was really difficult for me.	5	1342576	[-0.20797884]
212	2	 problem	28	False	distilbert/distilgpt2	0.0444172993302345	4.492734432220459	2	14	hard_meaning2_syn1	unexpected	Solving that problem was really difficult for me.	5	31178	[-0.08282193]
213	3	 was	28	False	distilbert/distilgpt2	0.0090915225446224	6.781261920928955	3	14	hard_meaning2_syn1	unexpected	Solving that problem was really difficult for me.	5	680189	[-0.16209493]
214	4	 really	28	False	distilbert/distilgpt2	0.0054506990127265	7.51934289932251	4	14	hard_meaning2_syn1	unexpected	Solving that problem was really difficult for me.	5	57384	[-0.12356305]
215	5	 difficult	28	False	distilbert/distilgpt2	0.0303150936961174	5.043819904327393	5	14	hard_meaning2_syn1	unexpected	Solving that problem was really difficult for me.	5	17469	[-0.09599585]
216	6	 for	28	False	distilbert/distilgpt2	0.0483944825828075	4.36901330947876	6	14	hard_meaning2_syn1	unexpected	Solving that problem was really difficult for me.	5	1097120	[-0.15102409]
217	7	 me.	28	False	distilbert/distilgpt2	0.2666819766163825	1.9126408100128176	7	14	hard_meaning2_syn1	unexpected	Solving that problem was really difficult for me.	5	146430	[0.13163855]
218	0	It	29	False	distilbert/distilgpt2	1.0	0.0	0	15	hard_meaning2_syn2	expected	It’s hard to learn a new language as an adult.	1	1018575	[0.80590003]
219	1	’	29	False	distilbert/distilgpt2	0.1217223808635025	4.55675208568573	1	15	hard_meaning2_syn2	expected	It’s hard to learn a new language as an adult.	1	0	[-0.00340566]
220	2	s	29	False	distilbert/distilgpt2	0.8599870204925537	0.2176131308078766	2	15	hard_meaning2_syn2	expected	It’s hard to learn a new language as an adult.	1	29997	[0.73282776]
221	3	 hard	29	False	distilbert/distilgpt2	0.0031022836919873	8.332453727722168	3	15	hard_meaning2_syn2	expected	It’s hard to learn a new language as an adult.	1	37982	[-0.12459768]
222	4	 to	29	False	distilbert/distilgpt2	0.6878870129585266	0.5397563576698303	4	15	hard_meaning2_syn2	expected	It’s hard to learn a new language as an adult.	1	3042375	[0.35674718]
223	5	 learn	29	False	distilbert/distilgpt2	0.0008639874868094	10.176701545715332	5	15	hard_meaning2_syn2	expected	It’s hard to learn a new language as an adult.	1	19170	[-0.12556214]
224	6	 a	29	False	distilbert/distilgpt2	0.0295344181358814	5.081459045410156	6	15	hard_meaning2_syn2	expected	It’s hard to learn a new language as an adult.	1	2959949	[-0.296024]
225	7	 new	29	False	distilbert/distilgpt2	0.0696140378713607	3.844477891921997	7	15	hard_meaning2_syn2	expected	It’s hard to learn a new language as an adult.	1	232390	[-0.07125009]
226	8	 language	29	False	distilbert/distilgpt2	0.1796852052211761	2.4764561653137207	8	15	hard_meaning2_syn2	expected	It’s hard to learn a new language as an adult.	1	9595	[0.05390745]
227	9	 as	29	False	distilbert/distilgpt2	0.008569560945034	6.866562843322754	9	15	hard_meaning2_syn2	expected	It’s hard to learn a new language as an adult.	1	744273	[-0.16695628]
228	10	 an	29	False	distilbert/distilgpt2	0.0334098860621452	4.903581142425537	10	15	hard_meaning2_syn2	expected	It’s hard to learn a new language as an adult.	1	435700	[-0.1212212]
229	11	 adult.	29	False	distilbert/distilgpt2	0.2336539328098297	2.1937816739082336	11	15	hard_meaning2_syn2	expected	It’s hard to learn a new language as an adult.	1	6836	[0.108063]
230	0	It	30	False	distilbert/distilgpt2	1.0	0.0	0	15	hard_meaning2_syn2	unexpected	It’s strenuous to learn a new language as an adult.	1	1018575	[0.80590003]
231	1	’	30	False	distilbert/distilgpt2	0.1217223808635025	4.55675208568573	1	15	hard_meaning2_syn2	unexpected	It’s strenuous to learn a new language as an adult.	1	0	[-0.00340566]
232	2	s	30	False	distilbert/distilgpt2	0.8599870204925537	0.2176131308078766	2	15	hard_meaning2_syn2	unexpected	It’s strenuous to learn a new language as an adult.	1	29997	[0.73282776]
233	3	 strenuous	30	False	distilbert/distilgpt2	0.4613766396473693	8.972216662019491	3	15	hard_meaning2_syn2	unexpected	It’s strenuous to learn a new language as an adult.	1	366	[0.33622381]
234	4	 to	30	False	distilbert/distilgpt2	0.0101896384730935	6.616753101348877	4	15	hard_meaning2_syn2	unexpected	It’s strenuous to learn a new language as an adult.	1	3042375	[-0.32095019]
235	5	 learn	30	False	distilbert/distilgpt2	0.0024207544047385	8.690327644348145	5	15	hard_meaning2_syn2	unexpected	It’s strenuous to learn a new language as an adult.	1	19170	[-0.12400537]
236	6	 a	30	False	distilbert/distilgpt2	0.0214511826634407	5.54279899597168	6	15	hard_meaning2_syn2	unexpected	It’s strenuous to learn a new language as an adult.	1	2959949	[-0.30410724]
237	7	 new	30	False	distilbert/distilgpt2	0.127800852060318	2.9680304527282715	7	15	hard_meaning2_syn2	unexpected	It’s strenuous to learn a new language as an adult.	1	232390	[-0.01306328]
238	8	 language	30	False	distilbert/distilgpt2	0.0701315402984619	3.8337924480438232	8	15	hard_meaning2_syn2	unexpected	It’s strenuous to learn a new language as an adult.	1	9595	[-0.05564622]
239	9	 as	30	False	distilbert/distilgpt2	0.009399882517755	6.7331414222717285	9	15	hard_meaning2_syn2	unexpected	It’s strenuous to learn a new language as an adult.	1	744273	[-0.16612596]
240	10	 an	30	False	distilbert/distilgpt2	0.0325573123991489	4.9408745765686035	10	15	hard_meaning2_syn2	unexpected	It’s strenuous to learn a new language as an adult.	1	435700	[-0.12207378]
241	11	 adult.	30	False	distilbert/distilgpt2	0.2515983879566192	2.0258999466896057	11	15	hard_meaning2_syn2	unexpected	It’s strenuous to learn a new language as an adult.	1	6836	[0.12600745]
242	0	The	31	False	distilbert/distilgpt2	1.0	0.0	0	16	hard_meaning2_syn2	expected	The hike was hard but rewarding.	3	6500900	[0.43466915]
243	1	 hike	31	False	distilbert/distilgpt2	1.5275414000370804e-07	22.642284393310547	1	16	hard_meaning2_syn2	expected	The hike was hard but rewarding.	3	3522	[-0.12536638]
244	2	 was	31	False	distilbert/distilgpt2	0.0714194625616073	3.807538747787475	2	16	hard_meaning2_syn2	expected	The hike was hard but rewarding.	3	680189	[-0.09976699]
245	3	 hard	31	False	distilbert/distilgpt2	0.0002435536443954	12.003472328186035	3	16	hard_meaning2_syn2	expected	The hike was hard but rewarding.	3	37982	[-0.12745641]
246	4	 but	31	False	distilbert/distilgpt2	0.0094042401760816	6.732472896575928	4	16	hard_meaning2_syn2	expected	The hike was hard but rewarding.	3	522924	[-0.15113315]
247	5	 rewarding.	31	False	distilbert/distilgpt2	0.1647902085096575	6.24816381931305	5	16	hard_meaning2_syn2	expected	The hike was hard but rewarding.	3	1056	[0.03959066]
248	0	The	32	False	distilbert/distilgpt2	1.0	0.0	0	16	hard_meaning2_syn2	unexpected	The hike was strenuous but rewarding.	3	6500900	[0.43466915]
249	1	 hike	32	False	distilbert/distilgpt2	1.5275340103926285e-07	22.64229202270508	1	16	hard_meaning2_syn2	unexpected	The hike was strenuous but rewarding.	3	3522	[-0.12536638]
250	2	 was	32	False	distilbert/distilgpt2	0.0714198425412178	3.807531118392944	2	16	hard_meaning2_syn2	unexpected	The hike was strenuous but rewarding.	3	680189	[-0.09976661]
251	3	 strenuous	32	False	distilbert/distilgpt2	0.4652558447487535	7.205590810626746	3	16	hard_meaning2_syn2	unexpected	The hike was strenuous but rewarding.	3	366	[0.34010302]
252	4	 but	32	False	distilbert/distilgpt2	0.027951180934906	5.160946846008301	4	16	hard_meaning2_syn2	unexpected	The hike was strenuous but rewarding.	3	522924	[-0.13258621]
253	5	 rewarding.	32	False	distilbert/distilgpt2	0.149495363162714	7.003309428691865	5	16	hard_meaning2_syn2	unexpected	The hike was strenuous but rewarding.	3	1056	[0.02429581]
254	0	Finishing	33	False	distilbert/distilgpt2	0.5000014826858887	9.18167781829834	0	17	hard_meaning2_syn2	expected	Finishing the project on time was hard.	6	2059	[0.37473402]
255	1	 the	33	False	distilbert/distilgpt2	0.0514505878090858	4.280668258666992	1	17	hard_meaning2_syn2	expected	Finishing the project on time was hard.	6	6500900	[-0.51388026]
